ShareID,PostID,UserID,Timestamp
"SHARE-4082","62908","1601","2024-10-04 07:26:37"
"SHARE-4083","62908","1989","2024-10-04 07:26:37"
"SHARE-4084","62908","1737","2024-10-04 07:26:37"
"SHARE-4085","62921","1138","2024-09-07 05:34:10"
"SHARE-4086","62921","1193","2024-09-09 05:34:10"
"SHARE-4087","62921","1991","2024-09-09 05:34:10"
"SHARE-4088","62921","2848","2024-09-09 05:34:10"
"SHARE-4089","62921","2149","2024-09-09 05:34:10"
"SHARE-4090","62923","2948","2025-06-30 22:36:38"
"SHARE-4091","62923","2866","2025-06-28 22:36:38"
"SHARE-4092","62923","1545","2025-06-30 22:36:38"
"SHARE-4093","62923","1974","2025-06-30 22:36:38"
"SHARE-4094","62923","2262","2025-06-30 22:36:38"
"SHARE-4095","62930","1766","2025-02-13 03:14:24"
"SHARE-4096","62930","2184","2025-02-11 03:14:24"
"SHARE-4097","62940","1833","2024-06-29 12:27:21"
"SHARE-4098","62940","2251","2024-06-29 12:27:21"
"SHARE-4099","62940","1680","2024-06-29 12:27:21"
"SHARE-4100","62949","2465","2024-02-25 02:45:41"
"SHARE-4101","62950","1048","2024-01-10 10:33:35"
"SHARE-4102","62950","1665","2024-01-12 10:33:35"
"SHARE-4103","62950","2417","2024-01-14 10:33:35"
"SHARE-4104","62950","1228","2024-01-10 10:33:35"
"SHARE-4105","62950","2153","2024-01-14 10:33:35"
"SHARE-4106","62955","1007","2025-04-25 04:11:15"
"SHARE-4107","62955","1498","2025-04-26 04:11:15"
"SHARE-4108","62955","1684","2025-04-29 04:11:15"
"SHARE-4109","62955","1716","2025-04-28 04:11:15"
"SHARE-4110","62955","2196","2025-04-29 04:11:15"
"SHARE-4111","62962","1600","2025-10-22 23:56:53"
"SHARE-4112","62962","1516","2025-10-18 23:56:53"
"SHARE-4113","62962","1243","2025-10-20 23:56:53"
"SHARE-4114","62962","2127","2025-10-20 23:56:53"
"SHARE-4115","62981","2586","2024-06-09 16:56:17"
"SHARE-4116","62987","2978","2024-01-22 11:55:00"
"SHARE-4117","62991","2741","2025-01-08 08:37:44"
"SHARE-4118","62991","2171","2025-01-10 08:37:44"
"SHARE-4119","63007","1852","2025-01-22 10:45:22"
"SHARE-4120","63007","1745","2025-01-26 10:45:22"
"SHARE-4121","63007","2782","2025-01-25 10:45:22"
"SHARE-4122","63018","2996","2024-08-23 02:12:55"
"SHARE-4123","63019","2215","2025-11-10 20:09:38"
"SHARE-4124","63019","2089","2025-11-10 20:09:38"
"SHARE-4125","63019","1597","2025-11-09 20:09:38"
"SHARE-4126","63019","2700","2025-11-11 20:09:38"
"SHARE-4127","63019","2706","2025-11-09 20:09:38"
"SHARE-4128","63034","1811","2024-11-05 01:49:42"
"SHARE-4129","63043","2890","2024-10-21 09:25:50"
"SHARE-4130","63043","1078","2024-10-24 09:25:50"
"SHARE-4131","63043","2512","2024-10-22 09:25:50"
"SHARE-4132","63043","1083","2024-10-20 09:25:50"
"SHARE-4133","63044","1761","2024-01-01 19:11:55"
"SHARE-4134","63044","1818","2024-01-01 19:11:55"
"SHARE-4135","63046","2666","2024-01-07 06:43:21"
"SHARE-4136","63046","2762","2024-01-09 06:43:21"
"SHARE-4137","63046","2682","2024-01-09 06:43:21"
"SHARE-4138","63052","2893","2024-04-17 22:43:28"
"SHARE-4139","63052","1141","2024-04-15 22:43:28"
"SHARE-4140","63052","1193","2024-04-17 22:43:28"
"SHARE-4141","63052","2118","2024-04-16 22:43:28"
"SHARE-4142","63052","2917","2024-04-15 22:43:28"
"SHARE-4143","63075","1008","2025-09-28 13:51:15"
"SHARE-4144","63075","2439","2025-09-27 13:51:15"
"SHARE-4145","63075","2153","2025-09-28 13:51:15"
"SHARE-4146","63075","2246","2025-09-25 13:51:15"
"SHARE-4147","63075","2108","2025-09-25 13:51:15"
"SHARE-4148","63080","2380","2024-06-17 12:32:06"
"SHARE-4149","63080","1638","2024-06-18 12:32:06"
"SHARE-4150","63080","1288","2024-06-17 12:32:06"
"SHARE-4151","63080","2375","2024-06-15 12:32:06"
"SHARE-4152","63080","1560","2024-06-14 12:32:06"
"SHARE-4153","63104","2135","2024-10-16 19:02:47"
"SHARE-4154","63104","2396","2024-10-18 19:02:47"
"SHARE-4155","63104","1275","2024-10-15 19:02:47"
"SHARE-4156","63104","1292","2024-10-18 19:02:47"
"SHARE-4157","63125","1927","2024-07-11 02:18:02"
"SHARE-4158","63125","2468","2024-07-08 02:18:02"
"SHARE-4159","63125","1598","2024-07-11 02:18:02"
"SHARE-4160","63128","2362","2025-08-11 11:28:34"
"SHARE-4161","63128","1945","2025-08-12 11:28:34"
"SHARE-4162","63144","2114","2025-10-21 06:11:05"
"SHARE-4163","63153","2611","2025-09-24 04:24:04"
"SHARE-4164","63153","2002","2025-09-23 04:24:04"
"SHARE-4165","63153","1748","2025-09-20 04:24:04"
"SHARE-4166","63153","1962","2025-09-21 04:24:04"
"SHARE-4167","63160","2556","2025-03-19 22:12:08"
"SHARE-4168","63160","2726","2025-03-19 22:12:08"
"SHARE-4169","63160","1441","2025-03-19 22:12:08"
"SHARE-4170","63162","1430","2024-08-08 09:03:04"
"SHARE-4171","63162","2399","2024-08-10 09:03:04"
"SHARE-4172","63162","2272","2024-08-09 09:03:04"
"SHARE-4173","63162","2633","2024-08-10 09:03:04"
"SHARE-4174","63173","2013","2024-05-31 21:43:32"
"SHARE-4175","63173","2438","2024-06-04 21:43:32"
"SHARE-4176","63173","1588","2024-05-31 21:43:32"
"SHARE-4177","63173","1251","2024-06-03 21:43:32"
"SHARE-4178","63207","2701","2024-07-04 02:00:10"
"SHARE-4179","63207","1007","2024-07-01 02:00:10"
"SHARE-4180","63211","2472","2025-10-15 21:53:01"
"SHARE-4181","63211","1298","2025-10-14 21:53:01"
"SHARE-4182","63219","1385","2024-09-15 03:08:39"
"SHARE-4183","63219","2642","2024-09-19 03:08:39"
"SHARE-4184","63219","2977","2024-09-15 03:08:39"
"SHARE-4185","63219","1897","2024-09-19 03:08:39"
"SHARE-4186","63243","2999","2024-02-24 12:12:15"
"SHARE-4187","63243","1155","2024-02-22 12:12:15"
"SHARE-4188","63249","1428","2025-08-22 18:09:59"
"SHARE-4189","63249","1371","2025-08-19 18:09:59"
"SHARE-4190","63249","2241","2025-08-22 18:09:59"
"SHARE-4191","63249","1718","2025-08-18 18:09:59"
"SHARE-4192","63252","2653","2024-06-24 12:23:24"
"SHARE-4193","63252","2566","2024-06-24 12:23:24"
"SHARE-4194","63252","2414","2024-06-23 12:23:24"
"SHARE-4195","63252","2497","2024-06-21 12:23:24"
"SHARE-4196","63254","1362","2025-03-17 20:22:41"
"SHARE-4197","63254","1116","2025-03-17 20:22:41"
"SHARE-4198","63263","2981","2024-01-13 01:12:39"
"SHARE-4199","63263","2452","2024-01-09 01:12:39"
"SHARE-4200","63263","1302","2024-01-13 01:12:39"
"SHARE-4201","63263","2644","2024-01-11 01:12:39"
"SHARE-4202","63268","2221","2025-04-23 17:31:34"
"SHARE-4203","63268","2646","2025-04-25 17:31:34"
"SHARE-4204","63268","1045","2025-04-21 17:31:34"
"SHARE-4205","63269","1405","2025-05-29 13:13:39"
"SHARE-4206","63269","1599","2025-05-28 13:13:39"
"SHARE-4207","63287","2494","2024-07-17 21:57:03"
"SHARE-4208","63287","1552","2024-07-17 21:57:03"
"SHARE-4209","63287","1433","2024-07-20 21:57:03"
"SHARE-4210","63287","2819","2024-07-18 21:57:03"
"SHARE-4211","63291","1208","2024-06-14 08:05:30"
"SHARE-4212","63292","2609","2024-06-02 13:48:29"
"SHARE-4213","63292","2226","2024-06-04 13:48:29"
"SHARE-4214","63300","2545","2025-09-20 23:44:50"
"SHARE-4215","63300","1584","2025-09-20 23:44:50"
"SHARE-4216","63326","1399","2024-03-04 02:08:36"
"SHARE-4217","63326","2096","2024-03-04 02:08:36"
"SHARE-4218","63326","1844","2024-02-29 02:08:36"
"SHARE-4219","63326","1102","2024-03-03 02:08:36"
"SHARE-4220","63333","2132","2025-01-08 00:56:02"
"SHARE-4221","63333","1826","2025-01-08 00:56:02"
"SHARE-4222","63333","2772","2025-01-09 00:56:02"
"SHARE-4223","63341","2031","2025-11-03 01:50:07"
"SHARE-4224","63341","1404","2025-11-03 01:50:07"
"SHARE-4225","63341","2371","2025-11-04 01:50:07"
"SHARE-4226","63382","2824","2024-08-12 07:04:29"
"SHARE-4227","63382","1906","2024-08-14 07:04:29"
"SHARE-4228","63382","1703","2024-08-14 07:04:29"
"SHARE-4229","63382","2698","2024-08-12 07:04:29"
"SHARE-4230","63392","2058","2025-09-12 22:33:57"
"SHARE-4231","63392","1046","2025-09-14 22:33:57"
"SHARE-4232","63392","1380","2025-09-15 22:33:57"
"SHARE-4233","63408","1719","2024-05-15 01:31:18"
"SHARE-4234","63408","2873","2024-05-17 01:31:18"
"SHARE-4235","63408","2677","2024-05-15 01:31:18"
"SHARE-4236","63439","2446","2024-10-12 21:28:24"
"SHARE-4237","63449","2176","2025-07-22 09:42:11"
"SHARE-4238","63449","1588","2025-07-22 09:42:11"
"SHARE-4239","63449","2416","2025-07-24 09:42:11"
"SHARE-4240","63449","1850","2025-07-22 09:42:11"
"SHARE-4241","63449","2825","2025-07-25 09:42:11"
"SHARE-4242","63461","1023","2024-07-01 02:36:11"
"SHARE-4243","63468","1669","2025-09-19 03:17:27"
"SHARE-4244","63468","1143","2025-09-19 03:17:27"
"SHARE-4245","63468","1630","2025-09-17 03:17:27"
"SHARE-4246","63468","1272","2025-09-19 03:17:27"
"SHARE-4247","63468","1947","2025-09-15 03:17:27"
"SHARE-4248","63484","2489","2025-10-26 06:05:45"
"SHARE-4249","63484","2932","2025-10-26 06:05:45"
"SHARE-4250","63484","1775","2025-10-25 06:05:45"
"SHARE-4251","63486","2066","2025-06-08 04:26:49"
"SHARE-4252","63486","2312","2025-06-07 04:26:49"
"SHARE-4253","63486","2256","2025-06-11 04:26:49"
"SHARE-4254","63486","2061","2025-06-10 04:26:49"
"SHARE-4255","63486","2562","2025-06-11 04:26:49"
"SHARE-4256","63487","2774","2025-10-29 04:44:00"
"SHARE-4257","63487","2830","2025-10-27 04:44:00"
"SHARE-4258","63487","2544","2025-10-25 04:44:00"
"SHARE-4259","63487","2448","2025-10-27 04:44:00"
"SHARE-4260","63498","2763","2025-09-14 13:36:25"
"SHARE-4261","63498","2297","2025-09-15 13:36:25"
"SHARE-4262","63498","2733","2025-09-16 13:36:25"
"SHARE-4263","63498","2150","2025-09-12 13:36:25"
"SHARE-4264","63516","2289","2025-04-05 21:56:48"
"SHARE-4265","63517","1177","2025-05-23 16:34:38"
"SHARE-4266","63521","2959","2025-11-15 17:20:16"
"SHARE-4267","63521","1233","2025-11-12 17:20:16"
"SHARE-4268","63521","2978","2025-11-13 17:20:16"
"SHARE-4269","63521","2782","2025-11-15 17:20:16"
"SHARE-4270","63521","1204","2025-11-14 17:20:16"
"SHARE-4271","63550","1890","2025-10-14 20:06:31"
"SHARE-4272","63550","2854","2025-10-11 20:06:31"
"SHARE-4273","63550","1876","2025-10-14 20:06:31"
"SHARE-4274","63550","1951","2025-10-11 20:06:31"
"SHARE-4275","63585","1990","2024-02-05 12:06:44"
"SHARE-4276","63585","2757","2024-02-08 12:06:44"
"SHARE-4277","63585","2981","2024-02-05 12:06:44"
"SHARE-4278","63587","1753","2024-11-13 13:16:13"
"SHARE-4279","63587","1353","2024-11-13 13:16:13"
"SHARE-4280","63587","1156","2024-11-14 13:16:13"
"SHARE-4281","63594","1171","2025-05-24 05:03:26"
"SHARE-4282","63594","1935","2025-05-26 05:03:26"
"SHARE-4283","63594","1197","2025-05-24 05:03:26"
"SHARE-4284","63594","1664","2025-05-24 05:03:26"
"SHARE-4285","63594","2775","2025-05-24 05:03:26"
"SHARE-4286","63600","1374","2024-09-01 03:00:13"
"SHARE-4287","63601","1164","2024-01-18 06:00:19"
"SHARE-4288","63601","2619","2024-01-19 06:00:19"
"SHARE-4289","63601","2703","2024-01-16 06:00:19"
"SHARE-4290","63601","2296","2024-01-15 06:00:19"
"SHARE-4291","63623","1953","2024-07-10 10:26:22"
"SHARE-4292","63623","2476","2024-07-09 10:26:22"
"SHARE-4293","63623","2162","2024-07-12 10:26:22"
"SHARE-4294","63623","1355","2024-07-13 10:26:22"
"SHARE-4295","63623","2363","2024-07-12 10:26:22"
"SHARE-4296","63627","1492","2024-03-18 06:09:53"
"SHARE-4297","63632","1548","2025-08-18 06:26:40"
"SHARE-4298","63632","2618","2025-08-19 06:26:40"
"SHARE-4299","63632","2886","2025-08-20 06:26:40"
"SHARE-4300","63632","1919","2025-08-19 06:26:40"
"SHARE-4301","63632","1735","2025-08-19 06:26:40"
"SHARE-4302","63638","2907","2024-01-15 22:34:24"
"SHARE-4303","63638","1817","2024-01-19 22:34:24"
"SHARE-4304","63646","2978","2025-05-04 16:09:29"
"SHARE-4305","63646","2689","2025-05-07 16:09:29"
"SHARE-4306","63646","1596","2025-05-07 16:09:29"
"SHARE-4307","63646","2205","2025-05-05 16:09:29"
"SHARE-4308","63646","2860","2025-05-06 16:09:29"
"SHARE-4309","63658","1381","2024-09-24 17:15:26"
"SHARE-4310","63658","1588","2024-09-21 17:15:26"
"SHARE-4311","63658","1194","2024-09-23 17:15:26"
"SHARE-4312","63660","2211","2025-02-18 15:55:55"
"SHARE-4313","63660","1488","2025-02-14 15:55:55"
"SHARE-4314","63660","1578","2025-02-18 15:55:55"
"SHARE-4315","63667","1266","2025-07-15 01:45:18"
"SHARE-4316","63667","1770","2025-07-12 01:45:18"
"SHARE-4317","63667","2813","2025-07-12 01:45:18"
"SHARE-4318","63667","1405","2025-07-14 01:45:18"
"SHARE-4319","63667","2495","2025-07-16 01:45:18"
"SHARE-4320","63668","2913","2024-10-12 14:15:57"
"SHARE-4321","63668","2817","2024-10-09 14:15:57"
"SHARE-4322","63671","1882","2025-02-27 12:38:36"
"SHARE-4323","63675","1638","2024-09-24 07:40:36"
"SHARE-4324","63678","1288","2025-10-13 20:32:25"
"SHARE-4325","63678","2892","2025-10-13 20:32:25"
"SHARE-4326","63678","1957","2025-10-13 20:32:25"
"SHARE-4327","63678","1435","2025-10-13 20:32:25"
"SHARE-4328","63685","1675","2025-10-13 09:11:47"
"SHARE-4329","63688","1742","2025-06-24 00:16:37"
"SHARE-4330","63688","1690","2025-06-24 00:16:37"
"SHARE-4331","63688","1972","2025-06-24 00:16:37"
"SHARE-4332","63688","2132","2025-06-26 00:16:37"
"SHARE-4333","63688","2442","2025-06-24 00:16:37"
"SHARE-4334","63689","1335","2025-09-01 05:59:50"
"SHARE-4335","63689","2140","2025-09-01 05:59:50"
"SHARE-4336","63689","1375","2025-09-03 05:59:50"
"SHARE-4337","63689","1120","2025-09-03 05:59:50"
"SHARE-4338","63689","2135","2025-09-03 05:59:50"
"SHARE-4339","63691","1865","2025-10-06 03:27:39"
"SHARE-4340","63691","1707","2025-10-08 03:27:39"
"SHARE-4341","63691","2326","2025-10-07 03:27:39"
"SHARE-4342","63691","1567","2025-10-07 03:27:39"
"SHARE-4343","63691","2994","2025-10-07 03:27:39"
"SHARE-4344","63709","1630","2025-02-10 15:55:03"
"SHARE-4345","63719","1773","2024-04-19 18:19:49"
"SHARE-4346","63727","2705","2024-03-17 13:46:12"
"SHARE-4347","63727","2908","2024-03-21 13:46:12"
"SHARE-4348","63727","1459","2024-03-20 13:46:12"
"SHARE-4349","63750","1982","2025-08-24 20:17:02"
"SHARE-4350","63750","2924","2025-08-22 20:17:02"
"SHARE-4351","63768","1072","2024-01-17 05:01:40"
"SHARE-4352","63768","2961","2024-01-17 05:01:40"
"SHARE-4353","63768","1145","2024-01-17 05:01:40"
"SHARE-4354","63768","2161","2024-01-20 05:01:40"
"SHARE-4355","63768","2800","2024-01-19 05:01:40"
"SHARE-4356","63773","2792","2025-05-11 10:28:18"
"SHARE-4357","63773","1771","2025-05-14 10:28:18"
"SHARE-4358","63773","1191","2025-05-14 10:28:18"
"SHARE-4359","63773","1325","2025-05-13 10:28:18"
"SHARE-4360","63773","2292","2025-05-12 10:28:18"
"SHARE-4361","63779","2580","2025-09-08 05:39:03"
"SHARE-4362","63779","2938","2025-09-10 05:39:03"
"SHARE-4363","63779","1127","2025-09-09 05:39:03"
"SHARE-4364","63785","2250","2024-06-20 12:34:49"
"SHARE-4365","63785","2550","2024-06-18 12:34:49"
"SHARE-4366","63785","1716","2024-06-18 12:34:49"
"SHARE-4367","63785","2473","2024-06-18 12:34:49"
"SHARE-4368","63785","2356","2024-06-18 12:34:49"
"SHARE-4369","63786","1862","2025-04-11 12:04:48"
"SHARE-4370","63786","2922","2025-04-11 12:04:48"
"SHARE-4371","63822","1337","2024-12-14 10:58:00"
"SHARE-4372","63822","2041","2024-12-14 10:58:00"
"SHARE-4373","63822","2196","2024-12-15 10:58:00"
"SHARE-4374","63822","1372","2024-12-14 10:58:00"
"SHARE-4375","63822","2383","2024-12-16 10:58:00"
"SHARE-4376","63846","1989","2025-06-14 14:40:24"
"SHARE-4377","63846","1352","2025-06-13 14:40:24"
"SHARE-4378","63846","1546","2025-06-12 14:40:24"
"SHARE-4379","63846","2473","2025-06-16 14:40:24"
"SHARE-4380","63858","2557","2024-07-09 08:40:33"
"SHARE-4381","63858","1014","2024-07-12 08:40:33"
"SHARE-4382","63858","2613","2024-07-09 08:40:33"
"SHARE-4383","63858","1499","2024-07-10 08:40:33"
"SHARE-4384","63858","2929","2024-07-12 08:40:33"
"SHARE-4385","63862","2120","2025-07-27 19:33:55"
"SHARE-4386","63862","1219","2025-07-27 19:33:55"
"SHARE-4387","63862","2294","2025-07-28 19:33:55"
"SHARE-4388","63918","2774","2024-06-04 03:38:04"
"SHARE-4389","63959","2405","2024-01-27 21:52:55"
"SHARE-4390","63959","2419","2024-01-25 21:52:55"
"SHARE-4391","63959","2022","2024-01-24 21:52:55"
"SHARE-4392","64015","2696","2024-05-23 05:50:02"
"SHARE-4393","64015","2098","2024-05-22 05:50:02"
"SHARE-4394","64015","2379","2024-05-22 05:50:02"
"SHARE-4395","64027","1441","2024-04-13 02:54:59"
"SHARE-4396","64027","1950","2024-04-13 02:54:59"
"SHARE-4397","64027","2136","2024-04-13 02:54:59"
"SHARE-4398","64038","2914","2024-01-19 12:09:19"
"SHARE-4399","64038","2129","2024-01-23 12:09:19"
"SHARE-4400","64048","2746","2024-09-06 04:14:34"
"SHARE-4401","64048","2613","2024-09-06 04:14:34"
"SHARE-4402","64057","2064","2024-06-13 04:50:31"
"SHARE-4403","64057","2696","2024-06-09 04:50:31"
"SHARE-4404","64057","1694","2024-06-11 04:50:31"
"SHARE-4405","64057","1677","2024-06-10 04:50:31"
"SHARE-4406","64059","1172","2025-11-11 04:17:58"
"SHARE-4407","64059","1488","2025-11-13 04:17:58"
"SHARE-4408","64059","1695","2025-11-15 04:17:58"
"SHARE-4409","64065","2587","2025-09-02 13:51:50"
"SHARE-4410","64077","1505","2024-07-28 00:16:10"
"SHARE-4411","64077","1932","2024-07-28 00:16:10"
"SHARE-4412","64077","1647","2024-07-28 00:16:10"
"SHARE-4413","64077","1890","2024-07-27 00:16:10"
"SHARE-4414","64084","2223","2024-01-26 08:24:00"
"SHARE-4415","64084","1400","2024-01-29 08:24:00"
"SHARE-4416","64091","2091","2024-08-24 23:58:17"
"SHARE-4417","64091","2316","2024-08-22 23:58:17"
"SHARE-4418","64091","2321","2024-08-23 23:58:17"
"SHARE-4419","64091","1521","2024-08-25 23:58:17"
"SHARE-4420","64095","2187","2025-06-10 00:42:15"
"SHARE-4421","64095","2723","2025-06-07 00:42:15"
"SHARE-4422","64095","1524","2025-06-10 00:42:15"
"SHARE-4423","64095","1511","2025-06-10 00:42:15"
"SHARE-4424","64103","1415","2025-09-06 18:51:33"
"SHARE-4425","64103","1277","2025-09-04 18:51:33"
"SHARE-4426","64103","2247","2025-09-05 18:51:33"
"SHARE-4427","64103","1058","2025-09-04 18:51:33"
"SHARE-4428","64131","1321","2025-07-03 12:56:38"
"SHARE-4429","64132","1201","2025-07-29 00:31:02"
"SHARE-4430","64132","1964","2025-07-30 00:31:02"
"SHARE-4431","64132","1686","2025-07-28 00:31:02"
"SHARE-4432","64140","2029","2025-01-02 01:45:45"
"SHARE-4433","64158","2103","2025-02-26 09:22:56"
"SHARE-4434","64159","1980","2024-09-20 14:25:39"
"SHARE-4435","64159","1184","2024-09-21 14:25:39"
"SHARE-4436","64160","1838","2024-06-12 17:19:14"
"SHARE-4437","64160","2408","2024-06-13 17:19:14"
"SHARE-4438","64160","2808","2024-06-14 17:19:14"
"SHARE-4439","64160","1243","2024-06-14 17:19:14"
"SHARE-4440","64162","2810","2024-06-05 14:37:32"
"SHARE-4441","64162","1004","2024-06-05 14:37:32"
"SHARE-4442","64162","2888","2024-06-08 14:37:32"
"SHARE-4443","64162","2786","2024-06-05 14:37:32"
"SHARE-4444","64166","1417","2024-01-30 00:17:39"
"SHARE-4445","64166","1104","2024-01-28 00:17:39"
"SHARE-4446","64166","2805","2024-01-31 00:17:39"
"SHARE-4447","64166","1070","2024-01-29 00:17:39"
"SHARE-4448","64166","1398","2024-01-29 00:17:39"
"SHARE-4449","64167","1564","2024-03-21 13:18:30"
"SHARE-4450","64167","1067","2024-03-19 13:18:30"
"SHARE-4451","64167","2007","2024-03-20 13:18:30"
"SHARE-4452","64167","1111","2024-03-18 13:18:30"
"SHARE-4453","64167","2572","2024-03-17 13:18:30"
"SHARE-4454","64175","1596","2024-11-26 02:20:47"
"SHARE-4455","64175","2991","2024-11-26 02:20:47"
"SHARE-4456","64175","1235","2024-11-24 02:20:47"
"SHARE-4457","64175","2720","2024-11-26 02:20:47"
"SHARE-4458","64175","2308","2024-11-26 02:20:47"
"SHARE-4459","64177","1652","2025-04-25 04:47:38"
"SHARE-4460","64177","1145","2025-04-26 04:47:38"
"SHARE-4461","64177","2374","2025-04-27 04:47:38"
"SHARE-4462","64177","2047","2025-04-27 04:47:38"
"SHARE-4463","64177","1801","2025-04-25 04:47:38"
"SHARE-4464","64180","2869","2024-12-07 18:49:16"
"SHARE-4465","64180","2928","2024-12-07 18:49:16"
"SHARE-4466","64195","2693","2024-07-18 10:29:45"
"SHARE-4467","64195","2359","2024-07-15 10:29:45"
"SHARE-4468","64195","1823","2024-07-16 10:29:45"
"SHARE-4469","64195","1401","2024-07-17 10:29:45"
"SHARE-4470","64195","2814","2024-07-16 10:29:45"
"SHARE-4471","64227","2413","2025-07-21 23:25:46"
"SHARE-4472","64227","2070","2025-07-21 23:25:46"
"SHARE-4473","64227","2451","2025-07-21 23:25:46"
"SHARE-4474","64227","1375","2025-07-22 23:25:46"
"SHARE-4475","64227","1990","2025-07-19 23:25:46"
"SHARE-4476","64238","2180","2024-12-07 09:44:07"
"SHARE-4477","64238","2372","2024-12-06 09:44:07"
"SHARE-4478","64238","1376","2024-12-08 09:44:07"
"SHARE-4479","64238","1955","2024-12-04 09:44:07"
"SHARE-4480","64260","1671","2025-04-25 23:49:59"
"SHARE-4481","64260","1224","2025-04-22 23:49:59"
"SHARE-4482","64260","2653","2025-04-22 23:49:59"
"SHARE-4483","64275","2627","2025-02-27 07:53:42"
"SHARE-4484","64275","1667","2025-02-24 07:53:42"
"SHARE-4485","64276","2887","2024-02-18 16:52:30"
"SHARE-4486","64276","2079","2024-02-16 16:52:30"
"SHARE-4487","64279","1592","2024-08-01 21:16:41"
"SHARE-4488","64279","1726","2024-08-02 21:16:41"
"SHARE-4489","64279","1457","2024-07-29 21:16:41"
"SHARE-4490","64283","1340","2024-12-02 01:23:44"
"SHARE-4491","64283","1078","2024-12-04 01:23:44"
"SHARE-4492","64299","2767","2025-07-10 05:37:15"
"SHARE-4493","64307","1782","2025-03-21 21:42:49"
"SHARE-4494","64307","2784","2025-03-18 21:42:49"
"SHARE-4495","64307","2972","2025-03-22 21:42:49"
"SHARE-4496","64310","1775","2024-05-28 13:40:08"
"SHARE-4497","64310","2013","2024-05-25 13:40:08"
"SHARE-4498","64310","1566","2024-05-28 13:40:08"
"SHARE-4499","64310","1963","2024-05-25 13:40:08"
"SHARE-4500","64310","2980","2024-05-27 13:40:08"
"SHARE-4501","64313","1390","2024-10-05 04:01:19"
"SHARE-4502","64313","1760","2024-10-04 04:01:19"
"SHARE-4503","64313","2348","2024-10-03 04:01:19"
"SHARE-4504","64323","2696","2025-04-04 03:07:43"
"SHARE-4505","64323","2142","2025-04-06 03:07:43"
"SHARE-4506","64323","1016","2025-04-04 03:07:43"
"SHARE-4507","64331","1921","2025-07-03 00:06:37"
"SHARE-4508","64331","1137","2025-07-03 00:06:37"
"SHARE-4509","64331","1463","2025-07-04 00:06:37"
"SHARE-4510","64331","1236","2025-06-30 00:06:37"
"SHARE-4511","64331","2590","2025-07-01 00:06:37"
"SHARE-4512","64361","1963","2025-01-15 15:23:55"
"SHARE-4513","64361","1961","2025-01-13 15:23:55"
"SHARE-4514","64361","1060","2025-01-12 15:23:55"
"SHARE-4515","64361","1043","2025-01-13 15:23:55"
"SHARE-4516","64368","2122","2025-06-23 16:55:25"
"SHARE-4517","64368","1918","2025-06-22 16:55:25"
"SHARE-4518","64384","2424","2024-11-02 14:28:46"
"SHARE-4519","64384","1302","2024-11-04 15:28:46"
"SHARE-4520","64384","2690","2024-11-02 14:28:46"
"SHARE-4521","64388","1675","2024-09-04 19:15:52"
"SHARE-4522","64388","1827","2024-09-04 19:15:52"
"SHARE-4523","64388","1691","2024-09-03 19:15:52"
"SHARE-4524","64391","1670","2024-07-28 21:55:35"
"SHARE-4525","64391","2405","2024-07-31 21:55:35"
"SHARE-4526","64391","1444","2024-07-29 21:55:35"
"SHARE-4527","64391","1270","2024-08-01 21:55:35"
"SHARE-4528","64391","1385","2024-08-01 21:55:35"
"SHARE-4529","64415","2549","2024-07-13 11:36:11"
"SHARE-4530","64415","2426","2024-07-14 11:36:11"
"SHARE-4531","64415","2289","2024-07-12 11:36:11"
"SHARE-4532","64415","1908","2024-07-12 11:36:11"
"SHARE-4533","64415","1501","2024-07-14 11:36:11"
"SHARE-4534","64432","1351","2025-03-25 05:59:27"
"SHARE-4535","64432","2164","2025-03-25 05:59:27"
"SHARE-4536","64432","2438","2025-03-25 05:59:27"
"SHARE-4537","64432","2710","2025-03-25 05:59:27"
"SHARE-4538","64432","2717","2025-03-21 05:59:27"
"SHARE-4539","64437","2373","2024-12-05 16:57:58"
"SHARE-4540","64437","1867","2024-12-04 16:57:58"
"SHARE-4541","64437","2754","2024-12-04 16:57:58"
"SHARE-4542","64437","2805","2024-12-04 16:57:58"
"SHARE-4543","64444","1677","2024-05-19 06:41:54"
"SHARE-4544","64444","2258","2024-05-18 06:41:54"
"SHARE-4545","64444","2470","2024-05-16 06:41:54"
"SHARE-4546","64457","1215","2025-04-28 15:37:55"
"SHARE-4547","64457","2205","2025-04-29 15:37:55"
"SHARE-4548","64457","1886","2025-04-27 15:37:55"
"SHARE-4549","64461","1905","2025-09-02 17:14:20"
"SHARE-4550","64463","1939","2024-03-27 18:00:59"
"SHARE-4551","64463","1934","2024-03-24 18:00:59"
"SHARE-4552","64482","2096","2025-11-05 09:03:10"
"SHARE-4553","64482","1219","2025-11-05 09:03:10"
"SHARE-4554","64482","1586","2025-11-05 09:03:10"
"SHARE-4555","64482","1911","2025-11-06 09:03:10"
"SHARE-4556","64486","1112","2024-11-08 02:38:44"
"SHARE-4557","64486","2281","2024-11-04 02:38:44"
"SHARE-4558","64486","1983","2024-11-07 02:38:44"
"SHARE-4559","64486","2431","2024-11-05 02:38:44"
"SHARE-4560","64516","1873","2024-01-30 22:20:14"
"SHARE-4561","64516","2825","2024-01-30 22:20:14"
"SHARE-4562","64517","2640","2024-04-25 10:11:35"
"SHARE-4563","64517","2163","2024-04-24 10:11:35"
